direction	spBLEU	chrF++	len_ratio
arz_Arab-tum_Latn	9.80	32.32	0.829
lin_Latn-mri_Latn	16.07	38.66	0.921
taq_Latn-zul_Latn	9.32	28.71	1.012
ewe_Latn-min_Latn	11.49	33.49	0.941
fon_Latn-lug_Latn	5.29	26.60	1.033
bho_Deva-lij_Latn	19.18	37.37	1.026
sin_Sinh-taq_Latn	3.20	19.81	1.025
fao_Latn-tsn_Latn	19.06	42.11	0.947
mni_Beng-fur_Latn	17.04	36.82	0.966
urd_Arab-dzo_Tibt	10.91	32.42	0.979
amh_Ethi-hun_Latn	25.22	44.15	0.951
prs_Arab-acq_Arab	5.44	10.82	1.085
nya_Latn-bug_Latn	6.84	28.77	0.977
bug_Latn-plt_Latn	13.96	38.53	1.032
ast_Latn-tum_Latn	9.58	31.11	0.784
sun_Latn-kir_Cyrl	22.25	40.34	1.022
ajp_Arab-xho_Latn	19.00	44.22	1.061
gle_Latn-prs_Arab	23.17	44.31	1.025
kaz_Cyrl-pol_Latn	24.96	42.64	0.934
jpn_Jpan-kas_Arab	11.13	24.67	0.943
ron_Latn-lus_Latn	11.80	36.04	1.091
kac_Latn-acq_Arab	2.47	8.17	1.495
afr_Latn-bos_Latn	35.31	54.63	0.969
scn_Latn-awa_Deva	17.78	35.93	0.980
ron_Latn-hat_Latn	24.99	48.34	1.041
ory_Orya-ltz_Latn	23.70	44.15	0.965
kas_Arab-nob_Latn	22.10	44.74	0.950
dan_Latn-kin_Latn	22.45	45.91	1.009
ltz_Latn-bam_Latn	6.85	27.52	1.031
bho_Deva-rus_Cyrl	26.72	44.21	0.996
kir_Cyrl-mlt_Latn	21.22	40.12	0.921
prs_Arab-knc_Latn	3.92	21.92	1.006
bho_Deva-vec_Latn	15.97	39.20	1.019
arz_Arab-por_Latn	33.34	53.21	0.999
ast_Latn-sag_Latn	10.09	35.17	0.951
ssw_Latn-spa_Latn	19.23	40.24	0.920
ars_Arab-knc_Arab	5.27	8.94	1.122
umb_Latn-sat_Beng	5.72	13.26	0.550
kir_Cyrl-smo_Latn	15.82	39.80	0.929
acq_Arab-afr_Latn	29.32	52.65	0.988
kac_Latn-knc_Latn	4.25	22.17	1.083
tir_Ethi-bho_Deva	13.06	31.25	0.886
luo_Latn-guj_Gujr	14.48	27.37	0.815
als_Latn-mni_Beng	21.35	33.42	0.999
khk_Cyrl-est_Latn	19.99	41.85	0.983
ace_Latn-twi_Latn	10.41	30.91	0.984
san_Deva-mar_Deva	17.39	34.86	0.950
fin_Latn-szl_Latn	24.69	41.65	0.977
als_Latn-scn_Latn	18.59	41.99	1.028
urd_Arab-cat_Latn	30.74	51.17	0.974
fon_Latn-kam_Latn	3.64	22.28	1.121
awa_Deva-bjn_Latn	15.50	42.40	0.956
arz_Arab-sag_Latn	8.95	34.74	1.007
eng_Latn-uig_Arab	29.77	44.74	0.996
ast_Latn-por_Latn	40.14	58.12	0.955
kat_Geor-sat_Beng	13.25	21.71	0.864
kam_Latn-tel_Telu	10.35	21.18	0.732
aka_Latn-quy_Latn	4.87	26.23	1.050
awa_Deva-ibo_Latn	16.26	37.72	0.886
bug_Latn-asm_Beng	13.33	25.41	0.965
kmb_Latn-ayr_Latn	3.55	23.06	1.066
ydd_Hebr-hye_Armn	30.38	45.55	0.938
kas_Deva-arz_Arab	15.90	31.39	1.001
ory_Orya-lmo_Latn	7.11	29.35	0.879
taq_Tfng-war_Latn	6.25	27.94	1.049
smo_Latn-kmr_Latn	13.99	32.94	0.979
est_Latn-acm_Arab	13.34	30.43	1.291
som_Latn-wol_Latn	7.21	26.12	1.117
lvs_Latn-yor_Latn	7.27	22.49	1.132
bod_Tibt-por_Latn	13.05	33.41	0.958
shn_Mymr-nso_Latn	15.96	40.48	1.054
luo_Latn-swh_Latn	15.28	37.20	0.853
epo_Latn-amh_Ethi	25.00	33.15	1.009
aeb_Arab-srd_Latn	22.24	44.49	1.011
kmr_Latn-grn_Latn	9.08	28.60	1.060
lug_Latn-xho_Latn	12.97	34.46	0.965
sun_Latn-knc_Arab	5.03	6.75	0.981
lij_Latn-som_Latn	14.73	39.34	1.013
mag_Deva-lit_Latn	27.88	48.86	0.996
bug_Latn-aeb_Arab	12.33	26.33	1.006
acm_Arab-ace_Latn	7.51	32.05	0.926
yor_Latn-dyu_Latn	2.22	17.33	1.040
azb_Arab-kin_Latn	11.46	34.46	1.019
kmr_Latn-zho_Hant	9.61	10.92	0.720
glg_Latn-mai_Deva	16.46	36.41	1.008
ces_Latn-shn_Mymr	12.18	30.76	0.859
som_Latn-bul_Cyrl	25.24	43.58	0.936
ibo_Latn-tsn_Latn	17.02	40.28	0.927
hat_Latn-tpi_Latn	14.74	38.91	0.760
tuk_Latn-ydd_Hebr	11.71	31.00	1.025
swh_Latn-kmr_Latn	15.67	35.18	0.942
bod_Tibt-sag_Latn	5.31	28.39	0.898
kik_Latn-kas_Arab	9.38	21.16	0.951
fur_Latn-quy_Latn	5.39	28.60	1.089
kor_Hang-khm_Khmr	18.55	31.76	0.897
szl_Latn-cym_Latn	39.78	55.77	1.002
als_Latn-gla_Latn	23.75	46.36	1.024
ydd_Hebr-pan_Guru	27.73	41.74	0.937
uzn_Latn-vie_Latn	31.04	50.03	0.961
tha_Thai-cjk_Latn	2.93	23.00	0.969
lim_Latn-kac_Latn	12.82	36.60	1.013
tum_Latn-eng_Latn	16.60	42.13	1.361
ewe_Latn-khk_Cyrl	12.12	28.30	0.887
knc_Latn-cjk_Latn	2.47	21.21	1.034
ceb_Latn-ben_Beng	27.01	41.71	1.024
zsm_Latn-ben_Beng	29.39	43.52	1.003
khk_Cyrl-mal_Mlym	23.61	38.79	0.949
tsn_Latn-lin_Latn	15.04	41.39	1.010
yue_Hant-lin_Latn	15.03	41.69	0.997
bho_Deva-ast_Latn	20.50	43.47	1.004
gla_Latn-kin_Latn	18.45	41.63	0.981
srp_Cyrl-kbp_Latn	9.91	27.55	1.006
vie_Latn-azj_Latn	20.64	39.41	0.948
kor_Hang-kac_Latn	12.25	36.41	0.979
bos_Latn-ben_Beng	28.07	42.88	1.013
kmr_Latn-azb_Arab	3.37	20.94	1.157
hrv_Latn-sat_Beng	11.50	19.65	0.765
arb_Arab-dyu_Latn	2.02	18.44	1.013
lim_Latn-khm_Khmr	19.55	32.71	0.859
swh_Latn-ron_Latn	29.86	48.97	0.964
ayr_Latn-bho_Deva	7.62	20.36	0.896
bod_Tibt-tum_Latn	5.60	26.02	0.739
vec_Latn-bho_Deva	17.37	36.42	0.909
tam_Taml-dyu_Latn	2.00	18.29	1.082
mai_Deva-fra_Latn	38.94	57.29	0.982
isl_Latn-mri_Latn	16.83	40.13	0.942
cym_Latn-nso_Latn	25.53	49.66	1.024
ars_Arab-kir_Cyrl	21.97	42.48	1.061
tzm_Tfng-nso_Latn	12.49	36.21	1.023
ukr_Cyrl-prs_Arab	24.89	45.10	1.012
mai_Deva-slv_Latn	28.39	48.67	0.981
taq_Tfng-hin_Deva	7.69	21.08	1.000
kbp_Latn-bem_Latn	5.27	26.50	0.875
kab_Latn-tir_Ethi	9.74	18.27	0.997
glg_Latn-tur_Latn	32.52	51.10	1.003
swe_Latn-ssw_Latn	16.45	41.06	1.023
acq_Arab-ary_Arab	22.86	38.99	0.973
tzm_Tfng-rus_Cyrl	14.20	31.89	1.008
bod_Tibt-ukr_Cyrl	11.39	28.92	0.953
hau_Latn-kmb_Latn	4.23	24.44	0.874
knc_Arab-ces_Latn	2.40	13.78	0.953
srd_Latn-awa_Deva	17.71	35.67	1.001
tzm_Tfng-vec_Latn	9.11	30.22	1.068
quy_Latn-run_Latn	7.85	27.95	1.055
azj_Latn-arz_Arab	18.81	35.54	1.053
eng_Latn-tpi_Latn	17.94	42.09	0.799
pan_Guru-pap_Latn	27.34	48.57	0.975
kin_Latn-ilo_Latn	19.60	44.89	0.970
tum_Latn-hin_Deva	15.99	31.51	0.886
cym_Latn-vec_Latn	22.19	46.24	1.026
sot_Latn-zho_Hans	20.37	19.32	0.871
nus_Latn-tzm_Tfng	9.71	22.06	0.997
cym_Latn-rus_Cyrl	35.43	51.97	1.006
nya_Latn-nld_Latn	20.33	41.23	0.980
pes_Arab-srd_Latn	25.30	47.24	1.013
hrv_Latn-pes_Arab	25.01	41.73	0.960
fuv_Latn-acm_Arab	5.68	19.57	1.382
bod_Tibt-deu_Latn	11.88	32.26	0.910
hun_Latn-kas_Arab	12.97	27.54	0.952
tat_Cyrl-kir_Cyrl	25.13	43.14	1.007
aka_Latn-kaz_Cyrl	16.54	33.74	0.956
mri_Latn-kea_Latn	11.49	30.47	0.899
mar_Deva-cjk_Latn	2.85	23.24	0.963
shn_Mymr-lij_Latn	14.35	32.47	1.094
ron_Latn-lin_Latn	19.55	46.96	1.028
ibo_Latn-arb_Arab	22.44	37.83	0.911
zho_Hans-umb_Latn	2.85	24.83	0.892
kmb_Latn-pag_Latn	9.60	31.14	1.032
ajp_Arab-ban_Latn	13.67	39.47	1.017
kmr_Latn-aka_Latn	6.73	26.41	1.088
srd_Latn-bos_Latn	31.57	51.04	0.966
mya_Mymr-bak_Cyrl	20.07	38.86	1.007
oci_Latn-bem_Latn	11.49	35.78	0.995
kmb_Latn-srp_Cyrl	9.92	26.36	0.907
kac_Latn-dyu_Latn	1.87	16.92	1.171
cym_Latn-lij_Latn	27.78	45.46	1.024
guj_Gujr-ary_Arab	16.66	33.29	0.953
tgk_Cyrl-kab_Latn	11.92	30.88	1.045
taq_Tfng-eng_Latn	6.01	26.40	1.518
nso_Latn-zho_Hans	19.09	18.44	0.850
ita_Latn-ary_Arab	17.61	33.73	0.996
san_Deva-tgl_Latn	19.83	45.23	0.955
slv_Latn-tha_Thai	28.37	36.21	0.846
sag_Latn-tam_Taml	12.31	28.59	0.927
ilo_Latn-fon_Latn	5.79	21.49	1.059
sat_Beng-fon_Latn	3.09	16.17	1.239
bel_Cyrl-zho_Hans	18.28	16.42	0.873
prs_Arab-dyu_Latn	2.25	18.25	0.974
lao_Laoo-ajp_Arab	19.87	35.74	0.979
rus_Cyrl-ace_Arab	4.21	15.55	0.951
tzm_Tfng-lij_Latn	12.51	29.53	1.068
nya_Latn-jav_Latn	17.37	40.59	0.908
spa_Latn-zsm_Latn	27.35	53.26	1.016
pan_Guru-ita_Latn	27.54	49.03	0.955
asm_Beng-som_Latn	12.20	36.38	0.990
min_Latn-spa_Latn	23.13	45.33	0.949
mos_Latn-wol_Latn	4.17	20.58	1.139
glg_Latn-kas_Deva	3.70	15.45	0.847
ltz_Latn-epo_Latn	33.03	53.45	1.002
kam_Latn-est_Latn	9.76	28.60	0.954
mos_Latn-bul_Cyrl	12.47	29.17	0.964
tso_Latn-nus_Latn	12.85	26.06	0.973
pag_Latn-taq_Tfng	4.49	14.87	0.804
shn_Mymr-rus_Cyrl	19.67	37.85	1.044
slk_Latn-bem_Latn	9.43	33.49	0.882
est_Latn-yor_Latn	7.75	23.20	1.148
bod_Tibt-kor_Hang	9.36	17.12	0.963
gaz_Latn-kmb_Latn	3.10	22.14	0.857
shn_Mymr-vec_Latn	11.24	33.25	1.076
khk_Cyrl-tel_Telu	24.47	40.19	0.936
dik_Latn-ace_Latn	5.01	23.37	0.941
ukr_Cyrl-urd_Arab	23.84	42.15	0.962
ltz_Latn-kac_Latn	12.80	37.05	1.036
szl_Latn-tha_Thai	31.29	38.51	0.915
aka_Latn-tpi_Latn	14.74	38.00	0.785
rus_Cyrl-nno_Latn	19.58	41.39	0.953
deu_Latn-prs_Arab	25.07	45.86	1.027
tir_Ethi-snd_Arab	17.16	33.13	0.968
tir_Ethi-kik_Latn	5.80	24.08	0.889
kir_Cyrl-bjn_Arab	2.99	13.10	0.831
ell_Grek-ssw_Latn	14.54	39.67	1.048
lin_Latn-kas_Deva	2.77	13.23	0.750
ssw_Latn-kmr_Latn	12.18	30.49	0.886
crh_Latn-lin_Latn	16.52	43.58	1.022
ydd_Hebr-npi_Deva	22.69	41.05	1.010
kbp_Latn-srp_Cyrl	10.52	27.52	0.918
mag_Deva-apc_Arab	24.47	39.76	0.972
nya_Latn-khk_Cyrl	16.14	32.56	0.932
eng_Latn-kaz_Cyrl	35.16	53.11	0.981
dzo_Tibt-hrv_Latn	13.61	33.51	0.933
est_Latn-ckb_Arab	19.19	39.92	1.009
ban_Latn-ssw_Latn	13.52	38.06	1.026
fon_Latn-sin_Sinh	11.25	20.75	0.785
tgk_Cyrl-nob_Latn	24.59	47.25	0.975
mag_Deva-gaz_Latn	11.71	36.40	1.013
mai_Deva-plt_Latn	20.07	46.72	1.033
epo_Latn-pap_Latn	30.97	51.59	0.954
smo_Latn-spa_Latn	21.19	42.53	0.937
asm_Beng-knc_Latn	3.93	22.34	1.061
fra_Latn-fuv_Latn	4.33	22.64	1.119
dzo_Tibt-pbt_Arab	10.83	25.82	1.000
snd_Arab-cjk_Latn	2.81	23.20	0.996
rus_Cyrl-tuk_Latn	19.99	39.31	0.929
taq_Tfng-ary_Arab	5.79	19.17	0.982
twi_Latn-guj_Gujr	18.48	33.33	0.938
ast_Latn-kea_Latn	20.66	43.00	0.896
guj_Gujr-eng_Latn	38.25	63.67	1.193
ces_Latn-awa_Deva	17.41	35.26	0.978
acq_Arab-hin_Deva	28.33	47.19	0.966
sin_Sinh-tzm_Tfng	15.37	26.77	0.989
umb_Latn-kin_Latn	7.68	27.99	0.953
ita_Latn-eng_Latn	36.24	60.56	1.128
fij_Latn-kas_Arab	8.97	20.89	0.923
asm_Beng-acq_Arab	6.13	15.47	1.324
hne_Deva-cjk_Latn	3.01	23.50	0.983
ckb_Arab-urd_Arab	21.50	40.66	0.954
afr_Latn-luo_Latn	13.83	37.50	0.978
dan_Latn-sat_Beng	13.01	20.96	0.833
zul_Latn-glg_Latn	26.79	47.92	0.950
cat_Latn-eus_Latn	27.00	48.96	0.974
uzn_Latn-ell_Grek	28.12	42.78	0.926
epo_Latn-ita_Latn	31.96	52.38	0.933
ltz_Latn-khm_Khmr	21.97	34.56	0.884
arz_Arab-kea_Latn	13.91	35.54	0.917
ace_Arab-tsn_Latn	8.16	30.19	1.041
bul_Cyrl-ibo_Latn	16.27	37.32	0.974
ssw_Latn-ron_Latn	20.55	39.25	0.920
scn_Latn-luo_Latn	13.28	36.24	0.964
uig_Arab-swe_Latn	23.90	44.63	0.966
prs_Arab-bod_Tibt	6.33	26.93	0.952
aeb_Arab-ban_Latn	11.40	36.94	1.017
tpi_Latn-ast_Latn	19.44	40.55	1.003
kbp_Latn-pag_Latn	9.80	31.43	1.037
mai_Deva-asm_Beng	22.24	35.85	0.992
fin_Latn-mal_Mlym	26.15	40.94	0.988
ben_Beng-glg_Latn	27.20	49.26	0.939
kat_Geor-kin_Latn	16.94	40.85	1.020
ces_Latn-bos_Latn	32.44	52.24	0.958
tat_Cyrl-slk_Latn	25.78	44.55	0.908
kac_Latn-bod_Tibt	4.53	24.18	0.975
bul_Cyrl-bjn_Latn	16.14	43.35	0.945
tgk_Cyrl-lug_Latn	8.34	33.75	1.093
heb_Hebr-kat_Geor	29.86	45.32	0.952
deu_Latn-urd_Arab	24.68	42.92	0.969
grn_Latn-bul_Cyrl	24.11	42.23	0.966
spa_Latn-acm_Arab	12.09	29.51	1.391
dan_Latn-pes_Arab	27.25	43.92	1.004
ewe_Latn-nld_Latn	14.92	35.32	0.943
hat_Latn-kaz_Cyrl	23.88	42.58	0.947
lin_Latn-tur_Latn	21.12	39.82	0.964
tuk_Latn-fij_Latn	18.03	43.19	1.003
kan_Knda-wol_Latn	6.46	26.24	1.166
bjn_Latn-kmr_Latn	15.76	34.91	0.973
hin_Deva-aeb_Arab	15.90	31.97	0.897
slk_Latn-srp_Cyrl	33.34	51.65	0.955
war_Latn-tir_Ethi	14.47	22.39	1.012
kan_Knda-bul_Cyrl	32.92	51.03	0.981
grn_Latn-wol_Latn	6.69	25.65	1.126
ace_Latn-tat_Cyrl	19.91	36.48	0.984
por_Latn-kmr_Latn	17.47	37.15	0.975
dyu_Latn-pbt_Arab	5.46	18.80	1.107
mag_Deva-bam_Latn	6.76	28.50	1.036
pol_Latn-fuv_Latn	3.81	21.78	1.135
fur_Latn-uig_Arab	21.07	36.54	1.007
kas_Arab-sin_Sinh	28.73	37.59	0.921
oci_Latn-srp_Cyrl	36.76	54.77	0.989
kmb_Latn-bem_Latn	5.06	25.67	0.823
quy_Latn-ltz_Latn	9.97	28.18	0.990
kor_Hang-epo_Latn	20.54	41.97	0.970
yor_Latn-bod_Tibt	4.60	23.87	0.939
wol_Latn-tam_Taml	15.45	33.28	0.962
fao_Latn-sun_Latn	13.89	37.13	1.036
fin_Latn-tel_Telu	27.29	42.67	0.956
tum_Latn-ary_Arab	10.52	25.67	0.966
ars_Arab-slk_Latn	30.30	49.17	0.983
dyu_Latn-hrv_Latn	7.49	24.33	0.948
zho_Hans-hun_Latn	25.44	44.72	1.013
uzn_Latn-tso_Latn	17.65	42.92	1.023
cat_Latn-heb_Hebr	36.88	51.43	0.974
pan_Guru-amh_Ethi	25.31	34.26	1.027
lij_Latn-acq_Arab	9.05	16.92	1.063
luo_Latn-lua_Latn	6.65	29.62	0.963
kam_Latn-szl_Latn	8.35	23.46	0.844
kea_Latn-mya_Mymr	14.71	28.82	0.854
fuv_Latn-zsm_Latn	11.25	33.58	1.037
tuk_Latn-mkd_Cyrl	30.08	50.55	0.975
lim_Latn-epo_Latn	31.47	51.81	0.978
cjk_Latn-tir_Ethi	5.12	10.60	0.890
vie_Latn-ars_Arab	21.63	36.49	0.901
oci_Latn-pag_Latn	15.71	43.13	1.185
ewe_Latn-jav_Latn	10.76	32.80	0.918
afr_Latn-san_Deva	7.38	25.51	1.005
tuk_Latn-mos_Latn	4.18	20.31	0.991
lvs_Latn-ckb_Arab	18.61	39.63	1.011
por_Latn-ron_Latn	39.73	57.36	0.961
lij_Latn-knc_Latn	4.67	22.87	1.012
urd_Arab-cjk_Latn	2.44	22.43	0.958
ace_Arab-arb_Arab	12.60	26.75	0.997
srd_Latn-shn_Mymr	11.67	30.78	0.899
ckb_Arab-prs_Arab	21.78	42.36	0.986
ajp_Arab-srd_Latn	26.30	48.02	1.003
awa_Deva-fuv_Latn	3.47	21.20	1.118
tam_Taml-bod_Tibt	6.32	27.76	0.988
bjn_Latn-ron_Latn	31.09	49.40	0.940
kas_Deva-kmb_Latn	3.20	23.22	1.024
quy_Latn-lmo_Latn	4.47	21.58	0.889
slv_Latn-cym_Latn	36.26	53.22	0.986
lin_Latn-mai_Deva	11.74	28.56	0.944
ita_Latn-hin_Deva	27.28	45.33	0.967
pes_Arab-ban_Latn	12.57	38.01	0.994
arb_Arab-bod_Tibt	6.98	28.22	0.991
kir_Cyrl-isl_Latn	18.85	36.71	0.940
eus_Latn-ajp_Arab	22.31	38.07	0.981
acq_Arab-eng_Latn	37.59	62.49	1.109
guj_Gujr-hin_Deva	32.70	50.85	0.949
scn_Latn-san_Deva	6.14	23.93	1.037
nld_Latn-fon_Latn	4.93	19.53	1.043
slk_Latn-pag_Latn	15.56	42.07	1.117
tgk_Cyrl-kam_Latn	3.75	24.42	1.208
kik_Latn-bug_Latn	4.96	24.13	0.994
tam_Taml-kaz_Cyrl	23.86	42.91	0.978
mar_Deva-ory_Orya	24.62	40.47	0.936
luo_Latn-tgk_Cyrl	15.86	32.56	0.896
apc_Arab-luo_Latn	12.74	36.75	0.944
lin_Latn-zsm_Latn	24.13	47.62	0.954
cjk_Latn-kmb_Latn	3.29	21.68	0.903
ajp_Arab-taq_Tfng	4.29	15.74	0.914
srd_Latn-kan_Knda	30.42	46.11	0.974
fur_Latn-knc_Latn	4.54	23.18	1.033
ban_Latn-tgl_Latn	27.32	51.58	0.957
kat_Geor-gla_Latn	18.93	42.30	1.050
twi_Latn-dan_Latn	19.95	40.11	0.966
mag_Deva-rus_Cyrl	32.34	49.23	0.989
umb_Latn-gla_Latn	8.78	28.67	0.980
fuv_Latn-mai_Deva	5.75	19.16	1.006
heb_Hebr-nob_Latn	29.35	51.84	0.981
lug_Latn-mos_Latn	4.20	19.73	0.895
pbt_Arab-lmo_Latn	6.51	28.56	0.892
lug_Latn-mkd_Cyrl	18.86	38.08	0.889
arb_Arab-kaz_Cyrl	27.15	46.11	0.986
mag_Deva-vec_Latn	19.43	43.72	1.025
ell_Grek-tgl_Latn	27.31	52.51	0.977
kin_Latn-hat_Latn	19.25	40.86	0.993
jav_Latn-zho_Hans	23.76	20.89	0.923
kas_Deva-tir_Ethi	9.94	18.23	1.056
kin_Latn-lus_Latn	11.05	33.98	1.056
knc_Arab-war_Latn	2.69	19.81	0.997
mkd_Cyrl-ayr_Latn	6.46	29.61	1.035
vie_Latn-tsn_Latn	20.38	43.83	0.985
kir_Cyrl-dzo_Tibt	9.40	30.04	0.920
tpi_Latn-epo_Latn	20.84	41.72	1.020
urd_Arab-smo_Latn	20.81	44.68	0.945
fuv_Latn-tur_Latn	9.87	26.94	1.025
tgl_Latn-spa_Latn	27.92	49.31	0.958
war_Latn-kmb_Latn	4.73	25.69	0.950
lmo_Latn-fon_Latn	4.77	18.58	1.189
tha_Thai-lvs_Latn	22.45	43.59	0.969
fij_Latn-fao_Latn	13.96	32.40	0.970
taq_Latn-wol_Latn	4.32	21.09	1.182
fij_Latn-min_Latn	13.63	35.61	0.972
ltg_Latn-fon_Latn	4.85	19.25	1.118
kmr_Latn-oci_Latn	20.65	40.48	0.940
hat_Latn-bod_Tibt	5.90	26.04	0.952
taq_Latn-bul_Cyrl	13.07	29.84	0.986
srp_Cyrl-hun_Latn	31.71	50.33	1.000
pag_Latn-ban_Latn	11.98	34.48	0.895
urd_Arab-mlt_Latn	33.46	49.72	0.967
bem_Latn-zho_Hans	16.45	16.15	0.893
epo_Latn-sot_Latn	17.12	42.61	0.957
lua_Latn-ary_Arab	10.24	24.90	0.902
knc_Latn-lvs_Latn	9.60	28.15	1.008
tsn_Latn-yue_Hant	9.48	12.50	0.809
pbt_Arab-ltz_Latn	21.67	42.10	0.984
uig_Arab-sna_Latn	12.20	36.22	0.958
lug_Latn-fij_Latn	15.64	38.52	0.850
lus_Latn-luo_Latn	8.92	30.80	0.990
ibo_Latn-azj_Latn	16.06	34.19	0.939
khk_Cyrl-glg_Latn	22.72	44.84	0.934
lij_Latn-uig_Arab	23.32	38.82	0.995
tir_Ethi-ajp_Arab	16.05	30.88	0.968
yor_Latn-kaz_Cyrl	16.15	34.00	0.928
hin_Deva-npi_Deva	27.20	45.36	0.969
kir_Cyrl-cat_Latn	24.39	44.42	0.923
hrv_Latn-mni_Beng	20.47	32.32	0.955
fur_Latn-acq_Arab	8.29	15.70	1.086
hrv_Latn-scn_Latn	18.67	41.25	0.989
bod_Tibt-pol_Latn	10.64	27.87	0.893
hun_Latn-gle_Latn	28.99	48.23	0.990
npi_Deva-ace_Arab	3.63	13.45	0.909
mag_Deva-lij_Latn	23.79	42.23	1.022
isl_Latn-ckb_Arab	17.96	38.22	0.994
bho_Deva-kac_Latn	12.74	37.01	1.013
asm_Beng-uig_Arab	17.07	32.13	1.001
kmr_Latn-nya_Latn	12.22	38.25	1.044
heb_Hebr-lug_Latn	9.90	36.18	1.088
tgk_Cyrl-kat_Geor	29.67	44.85	0.956
eus_Latn-snd_Arab	19.79	36.22	1.028
eus_Latn-kik_Latn	10.13	31.11	0.944
run_Latn-ltz_Latn	17.63	37.15	0.963
bak_Cyrl-pbt_Arab	16.23	32.65	1.003
vie_Latn-arb_Arab	29.48	44.89	0.968
tha_Thai-ory_Orya	20.02	34.85	0.951
bak_Cyrl-hrv_Latn	25.96	46.72	0.979
lim_Latn-ast_Latn	24.74	47.37	0.984
knc_Latn-ory_Orya	10.85	23.77	0.992
plt_Latn-nno_Latn	16.30	37.40	0.932
apc_Arab-san_Deva	6.62	25.30	1.017
mya_Mymr-srp_Cyrl	22.87	42.37	0.957
pan_Guru-mar_Deva	25.53	43.95	0.975
ace_Arab-ars_Arab	6.92	18.05	1.080
epo_Latn-ltg_Latn	25.30	43.16	0.976
mai_Deva-crh_Latn	21.30	41.63	0.995
srd_Latn-fur_Latn	35.00	53.14	0.967
glg_Latn-acm_Arab	17.91	35.79	1.226
mal_Mlym-kea_Latn	14.49	35.66	0.906
kac_Latn-kaz_Cyrl	13.38	30.95	1.006
uig_Arab-hau_Latn	17.00	41.35	0.975
luo_Latn-hne_Deva	13.18	29.16	0.866
swh_Latn-mya_Mymr	12.74	26.60	0.776
jpn_Jpan-nld_Latn	23.00	45.21	0.992
tzm_Tfng-lit_Latn	11.55	31.45	0.992
tel_Telu-sin_Sinh	32.03	40.54	0.918
xho_Latn-tuk_Latn	14.43	33.75	0.876
azj_Latn-tha_Thai	27.47	34.97	0.903
cym_Latn-lit_Latn	30.26	50.87	0.996
prs_Arab-kaz_Cyrl	25.58	44.98	0.980
dan_Latn-dik_Latn	4.60	22.33	1.356
hun_Latn-bug_Latn	6.75	29.97	1.011
hne_Deva-smo_Latn	22.34	46.17	0.938
bug_Latn-pan_Guru	17.55	30.34	0.897
snd_Arab-mlt_Latn	35.71	51.55	0.971
aka_Latn-dyu_Latn	2.85	18.65	0.999
tso_Latn-est_Latn	20.17	40.92	0.987
kam_Latn-nus_Latn	8.46	20.39	0.877
nno_Latn-sin_Sinh	27.93	36.79	0.866
tur_Latn-tat_Cyrl	26.74	44.01	0.980
run_Latn-lmo_Latn	6.37	26.32	0.862
mar_Deva-lvs_Latn	24.69	45.74	0.970
kik_Latn-gle_Latn	14.85	33.25	1.041
uzn_Latn-knc_Arab	5.39	8.55	0.986
plt_Latn-tuk_Latn	15.50	34.55	0.916
mag_Deva-nso_Latn	23.74	48.27	1.010
fuv_Latn-kas_Deva	2.36	11.70	0.980
snd_Arab-smo_Latn	21.69	45.40	0.951
hne_Deva-mlt_Latn	38.89	54.62	0.977
shn_Mymr-lit_Latn	16.47	37.49	1.019
hye_Armn-ary_Arab	16.18	32.95	0.939
zho_Hant-taq_Latn	1.68	16.43	1.250
bho_Deva-khm_Khmr	19.45	31.98	0.868
kmb_Latn-bak_Cyrl	9.92	25.47	1.020
dan_Latn-uzn_Latn	27.80	47.32	0.973
sin_Sinh-ace_Latn	7.21	31.14	0.899
jpn_Jpan-jav_Latn	15.21	40.40	0.968
slv_Latn-arz_Arab	23.76	39.03	0.975
lus_Latn-san_Deva	4.50	19.89	0.982
sun_Latn-vie_Latn	34.20	51.82	0.946
ron_Latn-yue_Hant	12.89	15.36	0.834
mya_Mymr-pag_Latn	12.32	38.50	1.128
heb_Hebr-kam_Latn	4.34	25.75	1.139
ukr_Cyrl-twi_Latn	11.57	34.41	0.994
eng_Latn-bod_Tibt	8.02	29.32	1.000
kor_Hang-ast_Latn	20.08	43.18	0.991
xho_Latn-nno_Latn	18.58	39.18	0.922
ydd_Hebr-aeb_Arab	15.69	32.11	0.911
tzm_Tfng-bam_Latn	4.18	23.49	1.093
asm_Beng-quy_Latn	4.08	25.98	1.096
tat_Cyrl-ind_Latn	29.10	53.67	0.965
kac_Latn-tpi_Latn	10.83	34.62	0.822
zul_Latn-mal_Mlym	23.75	38.84	0.961
jpn_Jpan-khk_Cyrl	20.66	37.91	0.961
bjn_Latn-mya_Mymr	11.79	25.72	0.817
cym_Latn-bam_Latn	7.37	28.03	1.032
fao_Latn-lao_Laoo	21.23	37.56	0.930
ace_Arab-azj_Latn	8.26	25.06	1.014
prs_Arab-tpi_Latn	14.79	39.51	0.787
ben_Beng-mal_Mlym	31.24	45.02	0.964
gaz_Latn-tir_Ethi	10.92	18.46	0.943
knc_Arab-afr_Latn	2.51	17.38	1.046
pan_Guru-ltg_Latn	22.68	41.77	1.023
epo_Latn-mar_Deva	23.21	41.37	0.964
fin_Latn-glg_Latn	29.74	51.45	0.961
