direction	spBLEU	chrF++	len_ratio
tsn_Latn-yue_Hant	9.55	12.77	0.808
vie_Latn-tsn_Latn	20.35	43.77	0.989
mar_Deva-lvs_Latn	24.26	45.31	0.961
kor_Hang-ast_Latn	20.09	43.52	1.010
sin_Sinh-ace_Latn	7.04	30.75	0.925
vie_Latn-arb_Arab	29.44	44.94	0.969
eus_Latn-kik_Latn	10.50	31.35	0.948
eus_Latn-snd_Arab	19.83	36.41	1.033
tel_Telu-sin_Sinh	31.91	40.34	0.916
mal_Mlym-kea_Latn	14.60	35.62	0.903
luo_Latn-bel_Cyrl	14.07	28.92	0.842
tso_Latn-mal_Mlym	19.80	34.05	0.871
mar_Deva-isl_Latn	25.01	43.10	1.018
kor_Hang-rus_Cyrl	26.71	44.33	0.981
kin_Latn-lin_Latn	18.95	44.92	1.000
tso_Latn-tel_Telu	21.13	35.16	0.874
twi_Latn-fin_Latn	16.67	36.92	0.988
kor_Hang-nso_Latn	16.51	41.87	1.028
ace_Latn-urd_Arab	16.87	33.97	0.990
tat_Cyrl-vie_Latn	31.47	50.27	0.958
hau_Latn-cym_Latn	32.39	48.60	0.989
luo_Latn-jpn_Jpan	6.86	15.73	1.106
lin_Latn-yor_Latn	7.74	22.39	1.085
wol_Latn-run_Latn	10.68	31.40	1.028
tat_Cyrl-tso_Latn	17.12	41.87	1.012
urd_Arab-isl_Latn	24.74	42.59	1.009
mal_Mlym-por_Latn	33.36	53.52	0.974
mal_Mlym-kor_Hang	21.36	29.41	0.971
snd_Arab-isl_Latn	24.01	42.74	1.046
nso_Latn-oci_Latn	25.07	43.83	0.911
bel_Cyrl-oci_Latn	19.82	41.07	0.991
bul_Cyrl-fuv_Latn	3.86	21.91	1.108
kin_Latn-yue_Hant	10.20	13.46	0.812
cym_Latn-ast_Latn	27.51	51.08	1.028
hin_Deva-fra_Latn	38.98	56.88	0.995
ita_Latn-afr_Latn	28.02	51.84	1.021
ast_Latn-kor_Hang	21.39	29.13	0.954
cjk_Latn-cym_Latn	11.64	27.80	1.041
ast_Latn-por_Latn	39.86	57.95	0.952
ace_Latn-twi_Latn	10.40	30.69	0.976
fuv_Latn-yor_Latn	6.36	19.77	1.194
run_Latn-tam_Taml	19.85	38.54	0.926
kon_Latn-fon_Latn	4.90	19.42	0.952
yue_Hant-kon_Latn	13.75	39.50	0.952
tsn_Latn-kon_Latn	13.51	40.46	0.992
ayr_Latn-kik_Latn	5.19	22.61	0.922
ayr_Latn-snd_Arab	8.25	20.45	1.036
twi_Latn-swh_Latn	16.53	39.36	0.936
oci_Latn-ayr_Latn	6.65	31.31	1.215
sin_Sinh-tel_Telu	29.40	44.37	0.948
oci_Latn-swh_Latn	33.14	55.98	1.005
twi_Latn-ayr_Latn	4.83	27.31	1.189
lin_Latn-kon_Latn	16.66	43.18	0.948
lvs_Latn-yue_Hant	11.24	13.70	0.806
kor_Hang-oci_Latn	21.38	41.91	0.921
sin_Sinh-mal_Mlym	28.59	43.39	0.987
bul_Cyrl-run_Latn	15.64	38.89	1.040
bel_Cyrl-rus_Cyrl	25.49	45.09	1.037
nso_Latn-rus_Cyrl	26.92	43.53	0.949
ewe_Latn-tir_Ethi	8.27	15.65	0.873
cym_Latn-zho_Hans	25.96	22.52	0.881
isl_Latn-lin_Latn	16.39	43.44	1.024
ace_Latn-tsn_Latn	16.93	39.00	0.939
ace_Latn-arb_Arab	23.03	37.92	0.917
mal_Mlym-eus_Latn	21.49	43.54	0.993
bel_Cyrl-nso_Latn	13.42	39.97	1.076
ita_Latn-isl_Latn	25.46	43.86	1.046
wol_Latn-fuv_Latn	3.20	19.48	1.160
ast_Latn-eus_Latn	25.88	47.61	0.938
jpn_Jpan-tir_Ethi	12.87	21.07	1.019
snd_Arab-afr_Latn	29.50	52.35	0.976
fra_Latn-tam_Taml	29.67	47.83	0.973
zho_Hans-wol_Latn	5.62	25.05	1.214
lvs_Latn-lin_Latn	16.24	44.12	1.031
zho_Hans-bul_Cyrl	29.51	49.07	1.036
urd_Arab-afr_Latn	27.38	50.71	0.964
vie_Latn-tat_Cyrl	24.99	42.71	1.007
tsn_Latn-yor_Latn	5.78	21.04	1.149
yue_Hant-yor_Latn	11.11	24.15	1.040
kik_Latn-cym_Latn	22.66	39.74	1.032
isl_Latn-yue_Hant	10.56	13.79	0.798
oci_Latn-fin_Latn	28.59	51.28	1.105
fuv_Latn-kon_Latn	9.46	33.39	1.012
hin_Deva-kin_Latn	20.75	44.50	0.997
fin_Latn-ace_Latn	7.64	31.72	0.917
mar_Deva-afr_Latn	27.79	51.28	0.960
kon_Latn-vie_Latn	20.77	38.02	0.910
urd_Arab-hin_Deva	29.44	47.83	0.950
snd_Arab-eng_Latn	34.49	61.77	1.290
ita_Latn-cjk_Latn	3.41	23.79	0.992
jpn_Jpan-cym_Latn	29.08	46.86	1.005
vie_Latn-twi_Latn	12.73	34.90	1.003
fon_Latn-ita_Latn	10.40	28.56	0.888
swh_Latn-snd_Arab	22.44	38.89	1.025
swh_Latn-kik_Latn	12.62	34.45	0.900
lin_Latn-yue_Hant	9.66	12.51	0.800
snd_Arab-hin_Deva	31.20	49.48	0.960
lvs_Latn-kon_Latn	14.32	41.08	0.979
bul_Cyrl-tam_Taml	27.97	46.52	0.962
kor_Hang-zho_Hans	21.51	18.86	0.834
urd_Arab-eng_Latn	37.87	60.99	1.067
oci_Latn-bel_Cyrl	25.36	40.56	0.940
hin_Deva-pes_Arab	26.55	43.32	0.962
cym_Latn-oci_Latn	34.85	53.94	0.952
mar_Deva-hin_Deva	30.66	48.73	0.936
fuv_Latn-lin_Latn	9.93	33.92	1.030
por_Latn-kik_Latn	12.28	33.74	0.942
por_Latn-snd_Arab	24.33	41.22	1.030
tel_Telu-mar_Deva	24.54	42.09	0.942
mar_Deva-eng_Latn	36.79	61.42	1.131
yor_Latn-luo_Latn	10.41	32.18	0.933
kon_Latn-tso_Latn	13.86	36.84	0.960
tam_Taml-luo_Latn	11.22	35.08	0.978
kik_Latn-tir_Ethi	8.66	15.19	0.906
ast_Latn-hau_Latn	23.29	46.44	0.978
oci_Latn-jpn_Jpan	17.66	23.56	1.031
run_Latn-fuv_Latn	4.28	21.55	1.061
arb_Arab-luo_Latn	12.48	36.85	0.968
ita_Latn-lvs_Latn	26.39	47.43	0.988
mal_Mlym-hau_Latn	20.76	45.26	1.026
vie_Latn-urd_Arab	22.26	40.59	0.982
zho_Hans-ewe_Latn	12.08	33.91	1.040
nso_Latn-ast_Latn	22.25	44.47	1.005
fon_Latn-mar_Deva	8.91	23.07	0.908
bel_Cyrl-ast_Latn	17.17	42.51	1.073
eng_Latn-luo_Latn	15.49	39.30	0.973
luo_Latn-ayr_Latn	4.02	24.72	1.085
tso_Latn-ace_Latn	8.58	31.47	0.895
fuv_Latn-yue_Hant	5.88	8.30	0.880
tel_Telu-ita_Latn	27.47	48.51	0.923
fra_Latn-run_Latn	17.85	40.67	1.034
isl_Latn-kon_Latn	14.27	40.95	0.988
ewe_Latn-cym_Latn	19.40	36.33	0.931
tat_Cyrl-fon_Latn	4.96	18.85	1.010
kea_Latn-snd_Arab	20.78	37.43	1.045
kea_Latn-kik_Latn	8.61	28.29	0.945
kin_Latn-yor_Latn	8.81	23.80	1.118
